# nThread 1 nGpus 1 minBytes 33554432 maxBytes 33554432 step: 2(factor) warmup iters: 5 iters: 20 agg iters: 1 validation: 1 graph: 0
#
# Using devices
#  Rank  0 Group  0 Pid 1361349 on     node03 device  0 [0x2a] NVIDIA A30
#  Rank  1 Group  0 Pid 1627134 on     node04 device  0 [0x2a] NVIDIA A30
node03:1361349:1361349 [0] NCCL INFO Bootstrap : Using ib0:10.3.1.3<0>
node03:1361349:1361349 [0] NCCL INFO NET/Plugin : No plugin found (libnccl-net.so), using internal implementation
node03:1361349:1361349 [0] NCCL INFO cudaDriverVersion 11060
NCCL version 2.14.3+cuda11.6
node03:1361349:1361385 [0] NCCL INFO NET/IB : Using [0]mlx5_0:1/IB [RO]; OOB ib0:10.3.1.3<0>
node03:1361349:1361385 [0] NCCL INFO Using network IB
node03:1361349:1361385 [0] NCCL INFO Setting affinity for GPU 0 to 03ffff
node03:1361349:1361385 [0] NCCL INFO Channel 00/04 :    0   1
node03:1361349:1361385 [0] NCCL INFO Channel 01/04 :    0   1
node03:1361349:1361385 [0] NCCL INFO Channel 02/04 :    0   1
node03:1361349:1361385 [0] NCCL INFO Channel 03/04 :    0   1
node03:1361349:1361385 [0] NCCL INFO Trees [0] 1/-1/-1->0->-1 [1] 1/-1/-1->0->-1 [2] -1/-1/-1->0->1 [3] -1/-1/-1->0->1
node03:1361349:1361385 [0] NCCL INFO Channel 00/0 : 1[2a000] -> 0[2a000] [receive] via NET/IB/0
node03:1361349:1361385 [0] NCCL INFO Channel 01/0 : 1[2a000] -> 0[2a000] [receive] via NET/IB/0
node03:1361349:1361385 [0] NCCL INFO Channel 02/0 : 1[2a000] -> 0[2a000] [receive] via NET/IB/0
node03:1361349:1361385 [0] NCCL INFO Channel 03/0 : 1[2a000] -> 0[2a000] [receive] via NET/IB/0
node03:1361349:1361385 [0] NCCL INFO Channel 00/0 : 0[2a000] -> 1[2a000] [send] via NET/IB/0
node03:1361349:1361385 [0] NCCL INFO Channel 01/0 : 0[2a000] -> 1[2a000] [send] via NET/IB/0
node03:1361349:1361385 [0] NCCL INFO Channel 02/0 : 0[2a000] -> 1[2a000] [send] via NET/IB/0
node03:1361349:1361385 [0] NCCL INFO Channel 03/0 : 0[2a000] -> 1[2a000] [send] via NET/IB/0
node03:1361349:1361385 [0] NCCL INFO Connected all rings
node03:1361349:1361385 [0] NCCL INFO Connected all trees
node03:1361349:1361385 [0] NCCL INFO threadThresholds 8/8/64 | 16/8/64 | 512 | 512
node03:1361349:1361385 [0] NCCL INFO 4 coll channels, 4 p2p channels, 2 p2p channels per peer
node03:1361349:1361385 [0] NCCL INFO comm 0x5326120 rank 0 nranks 2 cudaDev 0 busId 2a000 - Init COMPLETE
#
#                                                              out-of-place                       in-place          
#       size         count      type   redop    root     time   algbw   busbw #wrong     time   algbw   busbw #wrong
#        (B)    (elements)                               (us)  (GB/s)  (GB/s)            (us)  (GB/s)  (GB/s)       
node03:1361349:1361390 [0] NCCL INFO Channel 02/1 : 0[2a000] -> 1[2a000] [send] via NET/IB/0/Shared
node03:1361349:1361390 [0] NCCL INFO Channel 03/1 : 0[2a000] -> 1[2a000] [send] via NET/IB/0/Shared
node03:1361349:1361391 [0] NCCL INFO Channel 02/1 : 1[2a000] -> 0[2a000] [receive] via NET/IB/0/Shared
node03:1361349:1361391 [0] NCCL INFO Channel 03/1 : 1[2a000] -> 0[2a000] [receive] via NET/IB/0/Shared
    33554432       8388608     float     sum      -1   3692.7    9.09    9.09  1.67772e+07   3669.1    9.15    9.15    N/A
node03:1361349:1361349 [0] NCCL INFO comm 0x5326120 rank 0 nranks 2 cudaDev 0 busId 2a000 - Destroy COMPLETE
DEVICE | sendrecv.h | runrecv - runsend | iteration 0 | time: 1197.000000 us
DEVICE | sendrecv.h | runrecv - runsend | iteration 12 | time: 1148.000000 us
DEVICE | sendrecv.h | runsend1 - runsend0 | iteration 13 | time: 10.000000 us
DEVICE | sendrecv.h | runrecv - runsend | iteration 13 | time: 1146.500000 us
DEVICE | sendrecv.h | runsend1 - runsend0 | iteration 14 | time: 6.000000 us
DEVICE | sendrecv.h | runrecv - runsend | iteration 14 | time: 1149.000000 us
DEVICE | sendrecv.h | runsend1 - runsend0 | iteration 15 | time: 8.000000 us
DEVICE | sendrecv.h | runrecv - runsend | iteration 15 | time: 1149.500000 us
DEVICE | sendrecv.h | runsend1 - runsend0 | iteration 16 | time: 8.500000 us
DEVICE | sendrecv.h | runrecv - runsend | iteration 16 | time: 1149.000000 us
DEVICE | sendrecv.h | runsend1 - runsend0 | iteration 17 | time: 10.000000 us
DEVICE | sendrecv.h | runrecv - runsend | iteration 17 | time: 1147.500000 us
DEVICE | sendrecv.h | runsend1 - runsend0 | iteration 18 | time: 10.500000 us
DEVICE | sendrecv.h | runrecv - runsend | iteration 18 | time: 1145.500000 us
DEVICE | sendrecv.h | runsend1 - runsend0 | iteration 19 | time: 7.500000 us
DEVICE | sendrecv.h | runrecv - runsend | iteration 19 | time: 1147.500000 us
DEVICE | sendrecv.h | runrecv - runsend | iteration 0 | time: 1152.000000 us
DEVICE | sendrecv.h | runsend1 - runsend0 | iteration 1 | time: 13.000000 us
DEVICE | sendrecv.h | runrecv - runsend | iteration 1 | time: 1147.500000 us
DEVICE | sendrecv.h | runsend1 - runsend0 | iteration 2 | time: 9.500000 us
DEVICE | sendrecv.h | runrecv - runsend | iteration 2 | time: 1146.500000 us
DEVICE | sendrecv.h | runsend1 - runsend0 | iteration 3 | time: 5.000000 us
DEVICE | sendrecv.h | runrecv - runsend | iteration 3 | time: 1150.000000 us
DEVICE | sendrecv.h | runsend1 - runsend0 | iteration 4 | time: 9.000000 us
DEVICE | sendrecv.h | runrecv - runsend | iteration 4 | time: 1149.500000 us
DEVICE | sendrecv.h | runsend1 - runsend0 | iteration 5 | time: 9.000000 us
DEVICE | sendrecv.h | runrecv - runsend | iteration 5 | time: 1149.000000 us
DEVICE | sendrecv.h | runsend1 - runsend0 | iteration 6 | time: 17.000000 us
DEVICE | sendrecv.h | runrecv - runsend | iteration 6 | time: 1141.000000 us
DEVICE | sendrecv.h | runsend1 - runsend0 | iteration 7 | time: 4.500000 us
DEVICE | sendrecv.h | runrecv - runsend | iteration 7 | time: 1143.500000 us
DEVICE | sendrecv.h | runsend1 - runsend0 | iteration 8 | time: -5448971.500000 us
DEVICE | sendrecv.h | runrecv - runsend | iteration 8 | time: 5449954.000000 us
DEVICE | sendrecv.h | runsend1 - runsend0 | iteration 9 | time: 9781313422753792.000000 us
DEVICE | sendrecv.h | runrecv - runsend | iteration 9 | time: -9781313422753792.000000 us
DEVICE | sendrecv.h | runsend1 - runsend0 | iteration 10 | time: 303827453501261475200166232176826777600.000000 us
DEVICE | sendrecv.h | runrecv - runsend | iteration 10 | time: -303827453501261475200166232176826777600.000000 us
DEVICE | sendrecv.h | runsend1 - runsend0 | iteration 11 | time: -303827453501261475200166232176826777600.000000 us
DEVICE | sendrecv.h | runrecv - runsend | iteration 11 | time: 5449979.500000 us
DEVICE | sendrecv.h | runsend1 - runsend0 | iteration 12 | time: 0.000000 us
DEVICE | sendrecv.h | runrecv - runsend | iteration 12 | time: 5449988.500000 us
DEVICE | sendrecv.h | runsend1 - runsend0 | iteration 13 | time: -500154892288.000000 us
DEVICE | sendrecv.h | runrecv - runsend | iteration 13 | time: 500160331776.000000 us
DEVICE | sendrecv.h | runsend1 - runsend0 | iteration 14 | time: -15777793388700028679644318059724800.000000 us
DEVICE | sendrecv.h | runrecv - runsend | iteration 14 | time: 15777793388700028679644318059724800.000000 us
DEVICE | sendrecv.h | runsend1 - runsend0 | iteration 15 | time: 15777793388700028679644318059724800.000000 us
DEVICE | sendrecv.h | runrecv - runsend | iteration 15 | time: 5450014.000000 us
DEVICE | sendrecv.h | runsend1 - runsend0 | iteration 16 | time: -0.000000 us
DEVICE | sendrecv.h | runrecv - runsend | iteration 16 | time: 5450022.500000 us
DEVICE | sendrecv.h | runsend1 - runsend0 | iteration 17 | time: 26057732.000000 us
DEVICE | sendrecv.h | runrecv - runsend | iteration 17 | time: -20607702.000000 us
DEVICE | sendrecv.h | runsend1 - runsend0 | iteration 18 | time: 794154704584408792012999884800.000000 us
DEVICE | sendrecv.h | runrecv - runsend | iteration 18 | time: -794154704584408792012999884800.000000 us
DEVICE | sendrecv.h | runsend1 - runsend0 | iteration 19 | time: -794154704584408792012999884800.000000 us
DEVICE | sendrecv.h | runrecv - runsend | iteration 19 | time: 5450048.500000 us
DEVICE | sendrecv.h | runrecv - runsend | iteration 0 | time: 5450056.500000 us
DEVICE | sendrecv.h | runsend1 - runsend0 | iteration 1 | time: -1317.653320 us
DEVICE | sendrecv.h | runrecv - runsend | iteration 1 | time: 5451382.500000 us
DEVICE | sendrecv.h | runsend1 - runsend0 | iteration 2 | time: -38425739273785676572655616.000000 us
DEVICE | sendrecv.h | runrecv - runsend | iteration 2 | time: 38425739273785676572655616.000000 us
DEVICE | sendrecv.h | runsend1 - runsend0 | iteration 3 | time: 38425739273785676572655616.000000 us
DEVICE | sendrecv.h | runrecv - runsend | iteration 3 | time: 5450082.000000 us
DEVICE | sendrecv.h | runsend1 - runsend0 | iteration 4 | time: -0.000000 us
DEVICE | sendrecv.h | runrecv - runsend | iteration 4 | time: 5450090.500000 us
DEVICE | sendrecv.h | runsend1 - runsend0 | iteration 5 | time: 0.063774 us
DEVICE | sendrecv.h | runrecv - runsend | iteration 5 | time: 5450099.000000 us
DEVICE | sendrecv.h | runsend1 - runsend0 | iteration 6 | time: 2030821972244036583424.000000 us
DEVICE | sendrecv.h | runrecv - runsend | iteration 6 | time: -2030821972244036583424.000000 us
DEVICE | sendrecv.h | runsend1 - runsend0 | iteration 7 | time: -2030821972244036583424.000000 us
DEVICE | sendrecv.h | runrecv - runsend | iteration 7 | time: 5450115.000000 us
DEVICE | sendrecv.h | runsend1 - runsend0 | iteration 8 | time: 0.000000 us
DEVICE | sendrecv.h | runrecv - runsend | iteration 8 | time: 5449954.000000 us
DEVICE | sendrecv.h | runsend1 - runsend0 | iteration 9 | time: -0.000003 us
DEVICE | sendrecv.h | runrecv - runsend | iteration 9 | time: 5449962.000000 us
DEVICE | sendrecv.h | runsend1 - runsend0 | iteration 10 | time: -104756039055835136.000000 us
DEVICE | sendrecv.h | runrecv - runsend | iteration 10 | time: 104756039055835136.000000 us
DEVICE | sendrecv.h | runsend1 - runsend0 | iteration 11 | time: 156781134663847384316052206579089408.000000 us
DEVICE | sendrecv.h | runrecv - runsend | iteration 11 | time: -156781134663847384316052206579089408.000000 us
DEVICE | sendrecv.h | runsend1 - runsend0 | iteration 12 | time: -156781134663847384316052206579089408.000000 us
DEVICE | sendrecv.h | runrecv - runsend | iteration 12 | time: 5449988.500000 us
DEVICE | sendrecv.h | runsend1 - runsend0 | iteration 13 | time: -0.000000 us
DEVICE | sendrecv.h | runrecv - runsend | iteration 13 | time: 5449997.000000 us
DEVICE | sendrecv.h | runsend1 - runsend0 | iteration 14 | time: -5661288197783552.000000 us
DEVICE | sendrecv.h | runrecv - runsend | iteration 14 | time: 5661288197783552.000000 us
DEVICE | sendrecv.h | runsend1 - runsend0 | iteration 15 | time: 8777373688185367475398909880172544.000000 us
DEVICE | sendrecv.h | runrecv - runsend | iteration 15 | time: -8777373688185367475398909880172544.000000 us
DEVICE | sendrecv.h | runsend1 - runsend0 | iteration 16 | time: -8777373688185367475398909880172544.000000 us
DEVICE | sendrecv.h | runrecv - runsend | iteration 16 | time: 5450022.000000 us
DEVICE | sendrecv.h | runsend1 - runsend0 | iteration 17 | time: 0.000000 us
DEVICE | sendrecv.h | runrecv - runsend | iteration 17 | time: 5450030.500000 us
DEVICE | sendrecv.h | runsend1 - runsend0 | iteration 18 | time: 273595252736.000000 us
DEVICE | sendrecv.h | runrecv - runsend | iteration 18 | time: -273589796864.000000 us
DEVICE | sendrecv.h | runsend1 - runsend0 | iteration 19 | time: -451305684435475461410354364416.000000 us
DEVICE | sendrecv.h | runrecv - runsend | iteration 19 | time: 451305684435475461410354364416.000000 us
DEVICE | sendrecv.h | runrecv - runsend | iteration 0 | time: 5450056.500000 us
DEVICE | sendrecv.h | runsend1 - runsend0 | iteration 1 | time: -0.000000 us
DEVICE | sendrecv.h | runrecv - runsend | iteration 1 | time: 5450065.000000 us
DEVICE | sendrecv.h | runsend1 - runsend0 | iteration 2 | time: -14464279.000000 us
DEVICE | sendrecv.h | runrecv - runsend | iteration 2 | time: 19914352.000000 us
DEVICE | sendrecv.h | runsend1 - runsend0 | iteration 3 | time: 22392760885493056640385024.000000 us
DEVICE | sendrecv.h | runrecv - runsend | iteration 3 | time: -22392760885493056640385024.000000 us
DEVICE | sendrecv.h | runsend1 - runsend0 | iteration 4 | time: -22392760885493056640385024.000000 us
DEVICE | sendrecv.h | runrecv - runsend | iteration 4 | time: 5450090.500000 us
DEVICE | sendrecv.h | runsend1 - runsend0 | iteration 5 | time: 0.000000 us
DEVICE | sendrecv.h | runrecv - runsend | iteration 5 | time: 5450099.000000 us
DEVICE | sendrecv.h | runsend1 - runsend0 | iteration 6 | time: 746.437317 us
DEVICE | sendrecv.h | runrecv - runsend | iteration 6 | time: 5449361.500000 us
DEVICE | sendrecv.h | runsend1 - runsend0 | iteration 7 | time: -1116419125939567329280.000000 us
DEVICE | sendrecv.h | runrecv - runsend | iteration 7 | time: 1116419125939567329280.000000 us
DEVICE | sendrecv.h | runsend1 - runsend0 | iteration 8 | time: -87920026732176106711834478109523968.000000 us
DEVICE | sendrecv.h | runrecv - runsend | iteration 8 | time: 87920026732176106711834478109523968.000000 us
DEVICE | sendrecv.h | runsend1 - runsend0 | iteration 9 | time: 87920026732176106711834478109523968.000000 us
DEVICE | sendrecv.h | runrecv - runsend | iteration 9 | time: 5449962.000000 us
DEVICE | sendrecv.h | runsend1 - runsend0 | iteration 10 | time: -0.037234 us
DEVICE | sendrecv.h | runrecv - runsend | iteration 10 | time: 5449970.500000 us
DEVICE | sendrecv.h | runsend1 - runsend0 | iteration 11 | time: 58543067124203520.000000 us
DEVICE | sendrecv.h | runrecv - runsend | iteration 11 | time: -58543067124203520.000000 us
DEVICE | sendrecv.h | runsend1 - runsend0 | iteration 12 | time: 4543025964307273819515862908928.000000 us
DEVICE | sendrecv.h | runrecv - runsend | iteration 12 | time: -4543025964307273819515862908928.000000 us
DEVICE | sendrecv.h | runsend1 - runsend0 | iteration 13 | time: -4543025964307273819515862908928.000000 us
DEVICE | sendrecv.h | runrecv - runsend | iteration 13 | time: 5449997.000000 us
DEVICE | sendrecv.h | runsend1 - runsend0 | iteration 14 | time: 0.000002 us
DEVICE | sendrecv.h | runrecv - runsend | iteration 14 | time: 5450005.000000 us
DEVICE | sendrecv.h | runsend1 - runsend0 | iteration 15 | time: -2987385159680.000000 us
DEVICE | sendrecv.h | runrecv - runsend | iteration 15 | time: 2987390664704.000000 us
DEVICE | sendrecv.h | runsend1 - runsend0 | iteration 16 | time: -236062282934986331066990592.000000 us
DEVICE | sendrecv.h | runrecv - runsend | iteration 16 | time: 236062282934986331066990592.000000 us
DEVICE | sendrecv.h | runsend1 - runsend0 | iteration 17 | time: 236062282934986331066990592.000000 us
DEVICE | sendrecv.h | runrecv - runsend | iteration 17 | time: 5450030.500000 us
DEVICE | sendrecv.h | runsend1 - runsend0 | iteration 18 | time: -0.000000 us
DEVICE | sendrecv.h | runrecv - runsend | iteration 18 | time: 5450039.000000 us
DEVICE | sendrecv.h | runsend1 - runsend0 | iteration 19 | time: 146581120.000000 us
DEVICE | sendrecv.h | runrecv - runsend | iteration 19 | time: -141131072.000000 us
DEVICE | sendrecv.h | runrecv - runsend | iteration 0 | time: -11892106096842729586688.000000 us
DEVICE | sendrecv.h | runsend1 - runsend0 | iteration 1 | time: -11892106096842729586688.000000 us
DEVICE | sendrecv.h | runrecv - runsend | iteration 1 | time: 5450065.000000 us
DEVICE | sendrecv.h | runsend1 - runsend0 | iteration 2 | time: 0.000000 us
DEVICE | sendrecv.h | runrecv - runsend | iteration 2 | time: 5450073.000000 us
DEVICE | sendrecv.h | runsend1 - runsend0 | iteration 3 | time: -7478.163086 us
DEVICE | sendrecv.h | runrecv - runsend | iteration 3 | time: 5457560.000000 us
DEVICE | sendrecv.h | runsend1 - runsend0 | iteration 4 | time: 7478.163086 us
DEVICE | sendrecv.h | runrecv - runsend | iteration 4 | time: 5450090.500000 us
DEVICE | sendrecv.h | runsend1 - runsend0 | iteration 5 | time: 0.000000 us
DEVICE | sendrecv.h | runrecv - runsend | iteration 5 | time: 5450099.000000 us
DEVICE | sendrecv.h | runsend1 - runsend0 | iteration 6 | time: 15691.831055 us
DEVICE | sendrecv.h | runrecv - runsend | iteration 6 | time: 5434416.000000 us
DEVICE | sendrecv.h | runsend1 - runsend0 | iteration 7 | time: -25480168734161385816064.000000 us
DEVICE | sendrecv.h | runrecv - runsend | iteration 7 | time: 25480168734161385816064.000000 us
DEVICE | sendrecv.h | runsend1 - runsend0 | iteration 8 | time: -2015003518972283756869595805379461120.000000 us
DEVICE | sendrecv.h | runrecv - runsend | iteration 8 | time: 2015003518972283756869595805379461120.000000 us
DEVICE | sendrecv.h | runsend1 - runsend0 | iteration 9 | time: 2015003518972283756869595805379461120.000000 us
DEVICE | sendrecv.h | runrecv - runsend | iteration 9 | time: 5449962.000000 us
DEVICE | sendrecv.h | runsend1 - runsend0 | iteration 10 | time: -0.824558 us
DEVICE | sendrecv.h | runrecv - runsend | iteration 10 | time: 5449971.500000 us
DEVICE | sendrecv.h | runsend1 - runsend0 | iteration 11 | time: 1248058122589700096.000000 us
DEVICE | sendrecv.h | runrecv - runsend | iteration 11 | time: -1248058122589700096.000000 us
DEVICE | sendrecv.h | runsend1 - runsend0 | iteration 12 | time: 101373845962358529837815541268480.000000 us
DEVICE | sendrecv.h | runrecv - runsend | iteration 12 | time: -101373845962358529837815541268480.000000 us
DEVICE | sendrecv.h | runsend1 - runsend0 | iteration 13 | time: -101373845962358529837815541268480.000000 us
DEVICE | sendrecv.h | runrecv - runsend | iteration 13 | time: 5449997.000000 us
DEVICE | sendrecv.h | runsend1 - runsend0 | iteration 14 | time: 0.000042 us
DEVICE | sendrecv.h | runrecv - runsend | iteration 14 | time: 5450005.000000 us
DEVICE | sendrecv.h | runsend1 - runsend0 | iteration 15 | time: -63899281915904.000000 us
DEVICE | sendrecv.h | runrecv - runsend | iteration 15 | time: 63899286110208.000000 us
DEVICE | sendrecv.h | runsend1 - runsend0 | iteration 16 | time: -4910012076249712001084817408.000000 us
DEVICE | sendrecv.h | runrecv - runsend | iteration 16 | time: 4910012076249712001084817408.000000 us
DEVICE | sendrecv.h | runsend1 - runsend0 | iteration 17 | time: 4910012076249712001084817408.000000 us
DEVICE | sendrecv.h | runrecv - runsend | iteration 17 | time: 5450030.500000 us
DEVICE | sendrecv.h | runsend1 - runsend0 | iteration 18 | time: -0.000000 us
DEVICE | sendrecv.h | runrecv - runsend | iteration 18 | time: 5450039.000000 us
DEVICE | sendrecv.h | runsend1 - runsend0 | iteration 19 | time: 3328032256.000000 us
DEVICE | sendrecv.h | runrecv - runsend | iteration 19 | time: -3322582272.000000 us
DEVICE | sendrecv.h | runrecv - runsend | iteration 0 | time: -259427478634074170458112.000000 us
DEVICE | sendrecv.h | runsend1 - runsend0 | iteration 1 | time: -259427478634074170458112.000000 us
DEVICE | sendrecv.h | runrecv - runsend | iteration 1 | time: 5450064.500000 us
DEVICE | sendrecv.h | runsend1 - runsend0 | iteration 2 | time: 0.000000 us
DEVICE | sendrecv.h | runrecv - runsend | iteration 2 | time: 5450073.000000 us
DEVICE | sendrecv.h | runsend1 - runsend0 | iteration 3 | time: -168210.562500 us
DEVICE | sendrecv.h | runrecv - runsend | iteration 3 | time: 5618292.500000 us
DEVICE | sendrecv.h | runsend1 - runsend0 | iteration 4 | time: -13377173034964615168.000000 us
DEVICE | sendrecv.h | runrecv - runsend | iteration 4 | time: 13377173034964615168.000000 us
DEVICE | sendrecv.h | runsend1 - runsend0 | iteration 5 | time: 20031552958721905879455667192000937984.000000 us
DEVICE | sendrecv.h | runrecv - runsend | iteration 5 | time: -20031552958721905879455667192000937984.000000 us
DEVICE | sendrecv.h | runsend1 - runsend0 | iteration 6 | time: -20031552958721905879455667192000937984.000000 us
DEVICE | sendrecv.h | runrecv - runsend | iteration 6 | time: 5450108.000000 us
DEVICE | sendrecv.h | runsend1 - runsend0 | iteration 7 | time: 8.135630 us
DEVICE | sendrecv.h | runrecv - runsend | iteration 7 | time: 5450107.000000 us
DEVICE | sendrecv.h | runsend1 - runsend0 | iteration 8 | time: 666513023434752.000000 us
DEVICE | sendrecv.h | runrecv - runsend | iteration 8 | time: -666513023434752.000000 us
DEVICE | sendrecv.h | runsend1 - runsend0 | iteration 9 | time: -1049731295466424136193912315314176.000000 us
DEVICE | sendrecv.h | runrecv - runsend | iteration 9 | time: 1049731295466424136193912315314176.000000 us
DEVICE | sendrecv.h | runsend1 - runsend0 | iteration 10 | time: 1049731295466424136193912315314176.000000 us
DEVICE | sendrecv.h | runrecv - runsend | iteration 10 | time: 5449970.500000 us
DEVICE | sendrecv.h | runsend1 - runsend0 | iteration 11 | time: -0.000427 us
DEVICE | sendrecv.h | runrecv - runsend | iteration 11 | time: 5449979.500000 us
DEVICE | sendrecv.h | runsend1 - runsend0 | iteration 12 | time: -32943669248.000000 us
DEVICE | sendrecv.h | runrecv - runsend | iteration 12 | time: 32949118976.000000 us
DEVICE | sendrecv.h | runsend1 - runsend0 | iteration 13 | time: 53517677378363461104580952064.000000 us
DEVICE | sendrecv.h | runrecv - runsend | iteration 13 | time: -53517677378363461104580952064.000000 us
DEVICE | sendrecv.h | runsend1 - runsend0 | iteration 14 | time: -53517677378363461104580952064.000000 us
DEVICE | sendrecv.h | runrecv - runsend | iteration 14 | time: 5450005.000000 us
DEVICE | sendrecv.h | runsend1 - runsend0 | iteration 15 | time: 0.000000 us
DEVICE | sendrecv.h | runrecv - runsend | iteration 15 | time: 5450013.500000 us
DEVICE | sendrecv.h | runsend1 - runsend0 | iteration 16 | time: -0.000004 us
DEVICE | sendrecv.h | runrecv - runsend | iteration 16 | time: 5450022.000000 us
DEVICE | sendrecv.h | runsend1 - runsend0 | iteration 17 | time: 6128781492224.000000 us
DEVICE | sendrecv.h | runrecv - runsend | iteration 17 | time: -6128776249344.000000 us
DEVICE | sendrecv.h | runsend1 - runsend0 | iteration 18 | time: 181658411263074757847863636843823104.000000 us
DEVICE | sendrecv.h | runrecv - runsend | iteration 18 | time: -181658411263074757847863636843823104.000000 us
DEVICE | sendrecv.h | runsend1 - runsend0 | iteration 19 | time: -181658411263074757847863636843823104.000000 us
DEVICE | sendrecv.h | runrecv - runsend | iteration 19 | time: 5450048.000000 us
DEVICE | sendrecv.h | runrecv - runsend | iteration 0 | time: 5450056.500000 us
DEVICE | sendrecv.h | runsend1 - runsend0 | iteration 1 | time: -302562336.000000 us
DEVICE | sendrecv.h | runrecv - runsend | iteration 1 | time: 308012416.000000 us
DEVICE | sendrecv.h | runsend1 - runsend0 | iteration 2 | time: -9263614117296265913695870124032.000000 us
DEVICE | sendrecv.h | runrecv - runsend | iteration 2 | time: 9263614117296265913695870124032.000000 us
DEVICE | sendrecv.h | runsend1 - runsend0 | iteration 3 | time: 9263614117296265913695870124032.000000 us
DEVICE | sendrecv.h | runrecv - runsend | iteration 3 | time: 5450082.000000 us
DEVICE | sendrecv.h | runsend1 - runsend0 | iteration 4 | time: -0.000000 us
DEVICE | sendrecv.h | runrecv - runsend | iteration 4 | time: 5450090.500000 us
DEVICE | sendrecv.h | runsend1 - runsend0 | iteration 5 | time: 15243.194336 us
DEVICE | sendrecv.h | runrecv - runsend | iteration 5 | time: 5434856.000000 us
DEVICE | sendrecv.h | runsend1 - runsend0 | iteration 6 | time: 482962101800253318546587648.000000 us
DEVICE | sendrecv.h | runrecv - runsend | iteration 6 | time: -482962101800253318546587648.000000 us
DEVICE | sendrecv.h | runsend1 - runsend0 | iteration 7 | time: -482962101800253318546587648.000000 us
DEVICE | sendrecv.h | runrecv - runsend | iteration 7 | time: 5450115.000000 us
DEVICE | sendrecv.h | runsend1 - runsend0 | iteration 8 | time: 0.000000 us
DEVICE | sendrecv.h | runrecv - runsend | iteration 8 | time: 5449954.000000 us
DEVICE | sendrecv.h | runsend1 - runsend0 | iteration 9 | time: -0.797175 us
DEVICE | sendrecv.h | runrecv - runsend | iteration 9 | time: 5449963.000000 us
DEVICE | sendrecv.h | runsend1 - runsend0 | iteration 10 | time: -24445682892555128143872.000000 us
DEVICE | sendrecv.h | runrecv - runsend | iteration 10 | time: 24445682892555128143872.000000 us
DEVICE | sendrecv.h | runsend1 - runsend0 | iteration 11 | time: 24445682892555128143872.000000 us
DEVICE | sendrecv.h | runrecv - runsend | iteration 11 | time: 5449979.000000 us
DEVICE | sendrecv.h | runsend1 - runsend0 | iteration 12 | time: -0.000000 us
DEVICE | sendrecv.h | runrecv - runsend | iteration 12 | time: 5449988.500000 us
DEVICE | sendrecv.h | runsend1 - runsend0 | iteration 13 | time: 0.000041 us
DEVICE | sendrecv.h | runrecv - runsend | iteration 13 | time: 5449997.000000 us
DEVICE | sendrecv.h | runsend1 - runsend0 | iteration 14 | time: 1184918117608849408.000000 us
DEVICE | sendrecv.h | runrecv - runsend | iteration 14 | time: -1184918117608849408.000000 us
DEVICE | sendrecv.h | runsend1 - runsend0 | iteration 15 | time: -1942208049428877569373946875459141632.000000 us
DEVICE | sendrecv.h | runrecv - runsend | iteration 15 | time: 1942208049428877569373946875459141632.000000 us
DEVICE | sendrecv.h | runsend1 - runsend0 | iteration 16 | time: 1942208049428877569373946875459141632.000000 us
DEVICE | sendrecv.h | runrecv - runsend | iteration 16 | time: 5450022.000000 us
DEVICE | sendrecv.h | runsend1 - runsend0 | iteration 17 | time: -0.000000 us
DEVICE | sendrecv.h | runrecv - runsend | iteration 17 | time: 5450030.500000 us
DEVICE | sendrecv.h | runsend1 - runsend0 | iteration 18 | time: -61972401881088.000000 us
DEVICE | sendrecv.h | runrecv - runsend | iteration 18 | time: 61972406075392.000000 us
DEVICE | sendrecv.h | runsend1 - runsend0 | iteration 19 | time: 96930763104484617026801812635648.000000 us
DEVICE | sendrecv.h | runrecv - runsend | iteration 19 | time: -96930763104484617026801812635648.000000 us
# Out of bounds values : 2 FAILED
# Avg bus bandwidth    : 9.11597 
#

